"SampleID.1"	"Observed"	"Chao1"	"se.chao1"	"ACE"	"se.ACE"	"Shannon"	"Simpson"	"InvSimpson"	"Fisher"	"TreatmentGroup"	"Site"	"Date"	"Description"
"C178P3"	6827	13741.9643835616	315.752386382626	14672.7437567937	79.0010681254104	5.14414924130835	0.984105238341051	62.9138090558921	1359.9821077594	"Early"	"Point"	178	"Sample of day 178 at site Point 3"
"C178S1"	5875	12996.0491017964	355.816808628882	13772.860025512	77.4687628076837	5.24586493142586	0.984439082697267	64.2635636797797	1215.30336142089	"Early"	"South"	178	"Sample of day 178 at site South 1"
"C178S2"	6324	11118.4462882096	229.359975129538	12460.7555565489	73.5418747520234	5.10143949470583	0.979939649003824	49.8495764202057	1208.61559646136	"Early"	"South"	178	"Sample of day 178 at site South 2"
"C178S3"	6883	12512.8295454545	255.693974664805	13982.1212955771	78.430008214531	5.17740413089598	0.984151079822872	63.0957812156252	1337.9879478553	"Early"	"South"	178	"Sample of day 178 at site South 3"
"C185N1"	6162	11538.9432835821	263.246767673974	12381.198536375	71.9267150088182	5.13463939908142	0.982256255516913	56.357890013191	1191.9195503515	"Early"	"North"	185	"Sample of day 185 at site North 1"
"C185N2"	5242	11088.683107275	303.897364305928	12254.4456227066	73.0913470152346	5.08174362755478	0.980566984852943	51.4588185329249	1090.76435269792	"Early"	"North"	185	"Sample of day 185 at site North 2"
"C185N3"	6225	13047.6950431034	330.546840012541	14050.0367322891	78.9095053963376	5.22177070526689	0.983172355322953	59.4260230229358	1269.79052941953	"Early"	"North"	185	"Sample of day 185 at site North 3"
"C185P1"	7184	13287.2217741935	272.802865066004	14783.1201088036	80.5698009462174	5.33775132349328	0.986052714822815	71.6985411351426	1404.19696514977	"Early"	"Point"	185	"Sample of day 185 at site Point 1"
"C185P2"	6446	12765.2657657658	291.401497363777	14306.6084087182	79.8317947443249	5.11983284229086	0.983213556255985	59.5718792645742	1265.59885575249	"Early"	"Point"	185	"Sample of day 185 at site Point 2"
"C185P3"	6587	13156.2177493138	302.611325623254	14555.8213201514	79.881229329892	5.35119142583412	0.986211105172996	72.5221283174663	1372.12196234953	"Early"	"Point"	185	"Sample of day 185 at site Point 3"
"C185S1"	6622	11432.5629194631	227.037832420729	12655.2941309491	73.7971367281254	5.24411623996502	0.984291063426164	63.6580328209828	1261.09209043447	"Early"	"South"	185	"Sample of day 185 at site South 1"
"C185S2"	5772	10368.783919598	231.867068253966	11328.8800595307	69.5295984185158	5.26945020129449	0.985804131412869	70.4430302282843	1116.83501286319	"Early"	"South"	185	"Sample of day 185 at site South 2"
"C185S3"	6504	11638.5485008818	243.452792426745	12815.8845926818	74.3666133644707	5.26974226647659	0.986452653308889	73.8151922144396	1233.30614748218	"Early"	"South"	185	"Sample of day 185 at site South 3"
"C199N1"	5423	10922.9943117179	280.70279651055	12126.2747555058	73.0101682148486	5.38327253123243	0.986915724967615	76.4276199884898	1166.69326968262	"Late"	"North"	199	"Sample of day 199 at site North 1"
"C199N2"	6597	12674.9107773852	280.217380640646	14181.8416730728	80.2094125099855	5.25545730715191	0.980401627588528	51.0246452615961	1383.24008637002	"Late"	"North"	199	"Sample of day 199 at site North 2"
"C199N3"	7048	12592.9683794466	250.343091126455	14119.6366573929	78.0056613264934	5.28331479612728	0.984037365268581	62.6462997384597	1385.15388824337	"Late"	"North"	199	"Sample of day 199 at site North 3"
"C199P1"	7028	13441.9544688027	288.557416964562	15029.9577741212	82.0679871640657	5.31693670369632	0.984192637613685	63.2616609628504	1391.55230695466	"Late"	"Point"	199	"Sample of day 199 at site Point 1"
"C199P2"	6510	13113.3265895954	309.328939563035	14583.3319024643	79.9149628526746	5.43166551432273	0.984370036793454	63.9796771614382	1366.24576250928	"Late"	"Point"	199	"Sample of day 199 at site Point 2"
"C199P3"	7418	14484.2904040404	312.748883475947	15828.8862209855	83.5511581167099	5.46290231210001	0.986949085338228	76.6229820603427	1474.60157456389	"Late"	"Point"	199	"Sample of day 199 at site Point 3"
"C199S1"	7565	13100.828125	245.157249953484	14502.5979771308	77.739320431823	5.57526731987694	0.982429723708693	56.9143013701353	1579.57598620448	"Late"	"South"	199	"Sample of day 199 at site South 1"
"C199S2"	7424	13032.4355828221	250.227439047488	14213.461407005	76.2249902837798	5.64846848112122	0.986191415733029	72.4187201719117	1541.96767475231	"Late"	"South"	199	"Sample of day 199 at site South 2"
"C199S3"	5836	11998.8759864713	308.039494254967	13264.0605737107	76.4191684713306	5.69086803237732	0.985960110683898	71.2256327301064	1320.3087509753	"Late"	"South"	199	"Sample of day 199 at site South 3"
"C206N1"	7017	12264.2747252747	244.466975905283	13346.832753015	72.8189861850326	5.96642836386213	0.987473695302735	79.8320034653441	1551.44316612994	"Late"	"North"	206	"Sample of day 206 at site North 1"
"C206N2"	9125	15343.3070276498	248.536027996344	16905.5660704219	83.1758810535509	5.33927646517384	0.978593667801874	46.7151490850708	1813.96956144403	"Late"	"North"	206	"Sample of day 206 at site North 2"
"C206N3"	7595	14434.6257716049	295.558511405984	15912.0102077285	83.6006695831187	4.77533281763729	0.946845917310511	18.8132303183882	1511.50017259595	"Late"	"North"	206	"Sample of day 206 at site North 3"
"C206P1"	7664	13543.7503526093	253.202851748435	15244.1787016326	80.9057240522229	5.66722154285932	0.985772997449844	70.2888747277984	1662.07097428969	"Late"	"Point"	206	"Sample of day 206 at site Point 1"
"C206P2"	7914	13177.3876836949	230.675225151155	14236.9468106435	75.8171876924205	5.48798937794859	0.985127887067889	67.2399412622019	1525.36303535392	"Late"	"Point"	206	"Sample of day 206 at site Point 2"
"C206S1"	8544	13997.7924528302	229.611052766301	15541.4593391042	80.6103493904816	5.78713467431151	0.985447492871216	68.7166816789973	1764.53752151768	"Late"	"South"	206	"Sample of day 206 at site South 1"
"C206S2"	7452	12090.4043636364	210.650443509913	13419.7203052432	72.8391222555081	5.90916914760641	0.987752627048775	81.6501631805011	1582.28122789076	"Late"	"South"	206	"Sample of day 206 at site South 2"
"C214N1"	6278	13738.4593993326	360.69210371256	14685.2959642121	80.4413762787572	5.44019061203269	0.985055182903085	66.912829612778	1347.58934913376	"Late"	"North"	214	"Sample of day 214 at site North 1"
"C214N2"	6121	12204.3588957055	294.624840092171	13260.365193437	77.0880138382895	5.46761391831069	0.985161460052926	67.3920752019267	1353.16621341376	"Late"	"North"	214	"Sample of day 214 at site North 2"
"C214N3"	9025	15103.4622356495	247.673396600199	16463.1978086205	81.8889248587766	5.45829923050665	0.984302473313342	63.7043032294979	1783.8955995531	"Late"	"North"	214	"Sample of day 214 at site North 3"
"C214P1"	7123	12292.6599535244	234.77428930814	13537.6578511644	75.8041080650044	5.58338515368732	0.985501724963405	68.973722561884	1467.44635703094	"Late"	"Point"	214	"Sample of day 214 at site Point 1"
"C214P2"	6674	12318.9037952339	263.41522506938	13572.308298307	76.5602826960777	5.56708326785081	0.985413631342871	68.5571593250019	1428.88266953741	"Late"	"Point"	214	"Sample of day 214 at site Point 2"
"C214P3"	7576	12965.3060765191	240.449211364629	14004.7091058357	74.9139733194692	5.48004286533517	0.985089207305519	67.0655155959716	1475.16408187256	"Late"	"Point"	214	"Sample of day 214 at site Point 3"
"C214S1"	8474	13193.5680751174	208.330685781312	13989.7599453279	70.6522001102002	6.28035138724402	0.992349138137535	130.704228879881	1794.33817551247	"Late"	"South"	214	"Sample of day 214 at site South 1"
"C214S2"	7836	12044.9533898305	192.972742020986	12856.4974669582	68.085726353011	6.18707147264049	0.991994171926818	124.909002648931	1665.57015076534	"Late"	"South"	214	"Sample of day 214 at site South 2"
"C214S3"	5632	10047.1525423729	233.055085129645	10656.9912482386	64.4397739405574	6.24570685526564	0.992222754807508	128.58023313517	1341.49049151949	"Late"	"South"	214	"Sample of day 214 at site South 3"
