"Rank3"	"Site"	"Date"	"N"	"Rank3Abundance"	"sd"	"se"	"ci"	"ClassAbundance_zulkifly"
"D_2__Alphaproteobacteria"	"North"	178	336	0.158831279066535	0.0153317811439335	0.000836417233697287	0.00164529175782103	0.062375899
"D_2__Alphaproteobacteria"	"Point"	185	336	0.100729094097634	0.00863831737496785	0.0004712588481886	0.000926999429815132	0.062375899
"D_2__Alphaproteobacteria"	"South"	206	224	0.177053409517958	0.00678368813535828	0.000453254228950608	0.000893209507818244	0.062375899
"D_2__Alphaproteobacteria"	"South"	214	336	0.14237148495667	0.00771674886845255	0.000420983164388674	0.00082810360983162	0.062375899
"D_2__Alphaproteobacteria"	"North"	206	336	0.122701490137409	0.0281386731451011	0.00153509047194103	0.00301963135052793	0.062375899
"D_2__Alphaproteobacteria"	"South"	178	336	0.1514347616859	0.00975223051556694	0.000532027792050521	0.00104653623326614	0.062375899
"D_2__Alphaproteobacteria"	"North"	185	336	0.14255757572546	0.0014283944685781	7.79253068394684e-05	0.00015328458083284	0.062375899
"D_2__Anaerolineae"	"Point"	206	10	0.000113766311497509	7.43486151567712e-06	2.35110964774714e-06	5.31857953017515e-06	0.003697364
"D_2__Anaerolineae"	"Point"	199	15	0.000168720888881228	4.18985000911551e-05	1.08181462056076e-05	2.32026159697356e-05	0.003697364
"D_2__Anaerolineae"	"Point"	214	15	0.000267903768963863	1.12869477438237e-05	2.91427737608952e-06	6.25050332113682e-06	0.003697364
"D_2__Anaerolineae"	"North"	172	15	7.00758278862069e-05	3.01229419985417e-05	7.77771017994159e-06	1.66815292564215e-05	0.003697364
"D_2__Anaerolineae"	"Point"	172	15	5.58264339578577e-06	4.56051715174844e-06	1.17752046525433e-06	2.52553021862827e-06	0.003697364
"D_2__Anaerolineae"	"South"	206	10	0.000247642597085098	4.30415613622834e-05	1.36109367954715e-05	3.07900781642696e-05	0.003697364
"D_2__Anaerolineae"	"South"	199	15	7.75684721313124e-05	3.1518763086313e-05	8.13810963508983e-06	1.74545092101563e-05	0.003697364
"D_2__Anaerolineae"	"Point"	178	15	4.85010956660118e-06	4.13236798637662e-06	1.06697282610916e-06	2.28842911380895e-06	0.003697364
"D_2__Anaerolineae"	"North"	206	15	0.000400470775678872	0.000188490185588698	4.86679566472382e-05	0.000104382385545157	0.003697364
"D_2__Anaerolineae"	"South"	172	15	6.38981718733027e-06	9.3537345888651e-06	2.41512388583459e-06	5.17992556001034e-06	0.003697364
"D_2__Anaerolineae"	"South"	178	15	1.70069865343287e-05	2.02601119900269e-05	5.23113842197809e-06	1.1219676050114e-05	0.003697364
"D_2__Anaerolineae"	"North"	199	15	0.00014102820441012	2.35990657945916e-05	6.09325258723376e-06	1.30687270352197e-05	0.003697364
"D_2__Anaerolineae"	"North"	214	15	0.000310807133166179	0.000145817402287111	3.76498913763473e-05	8.0750985825541e-05	0.003697364
"D_2__Anaerolineae"	"Point"	185	15	4.82627760545955e-05	1.64677981720449e-05	4.25196720460232e-06	9.11956265789413e-06	0.003697364
"D_2__Anaerolineae"	"South"	185	15	1.45579256315907e-05	1.10475517662855e-05	2.85246560047921e-06	6.11793024765127e-06	0.003697364
"D_2__Anaerolineae"	"South"	214	15	0.000368028143719438	2.81383214600124e-05	7.26528336032392e-06	1.55824830351735e-05	0.003697364
"D_2__Anaerolineae"	"North"	178	15	1.48467661963393e-05	1.46116892438286e-05	3.77272194008708e-06	8.09168379431421e-06	0.003697364
"D_2__Anaerolineae"	"North"	185	15	2.74171215296539e-05	1.31621002275491e-05	3.39843966549404e-06	7.28892815424345e-06	0.003697364
"D_2__Armatimonadia"	"Point"	199	9	0.00218402859906948	0.000155512044140969	5.18373480469897e-05	0.000119537138954376	0.003423485
"D_2__Armatimonadia"	"Point"	172	9	0.0137032337239024	0.00238054118572879	0.000793513728576265	0.00182984593943814	0.003423485
"D_2__Armatimonadia"	"North"	172	9	0.00863328215610899	0.00341105884260381	0.00113701961420127	0.00262197193215637	0.003423485
"D_2__Armatimonadia"	"South"	214	9	0.00655796490748014	0.000372770957630621	0.000124256985876874	0.000286537123260076	0.003423485
"D_2__Armatimonadia"	"North"	185	9	0.0014896839292759	0.00015695451049866	5.23181701662201e-05	0.000120645916749619	0.003423485
"D_2__Armatimonadia"	"Point"	206	6	0.00319323000401264	0.000148269690494254	6.05308476718854e-05	0.000155599497521017	0.003423485
"D_2__Armatimonadia"	"Point"	214	9	0.00229513399892677	0.000127240142432489	4.24133808108295e-05	9.78054315377619e-05	0.003423485
"D_2__Armatimonadia"	"North"	178	9	0.0043744598121523	0.00168452366791279	0.000561507889304264	0.0012948395146854	0.003423485
"D_2__Armatimonadia"	"South"	199	9	0.00428721469377873	0.000522363209728798	0.000174121069909599	0.00040152390723771	0.003423485
"D_2__Armatimonadia"	"North"	214	9	0.00601139601789516	0.000240556374098312	8.01854580327707e-05	0.000184907997806809	0.003423485
"D_2__Armatimonadia"	"Point"	178	9	0.00725746453260461	0.000377237982872795	0.000125745994290932	0.000289970782820247	0.003423485
"D_2__Armatimonadia"	"South"	185	9	0.000725667085879006	8.81819485764107e-05	2.93939828588036e-05	6.77826460225214e-05	0.003423485
"D_2__Armatimonadia"	"South"	206	6	0.00606746333829654	0.000750012018075896	0.000306191124206836	0.000787089342119156	0.003423485
"D_2__Armatimonadia"	"North"	199	9	0.0031484957451634	0.000436395288278767	0.000145465096092922	0.00033544311311815	0.003423485
"D_2__Armatimonadia"	"South"	172	9	0.00786455557271371	0.001150654199513	0.000383551399837668	0.000884471114089008	0.003423485
"D_2__Armatimonadia"	"South"	178	9	0.00126909911507952	0.000107857715073499	3.59525716911665e-05	8.29067789910541e-05	0.003423485
"D_2__Armatimonadia"	"Point"	185	9	0.0012869241901481	0.000131118282300951	4.3706094100317e-05	0.000100786433728953	0.003423485
"D_2__Armatimonadia"	"North"	206	9	0.00368182762419173	0.00110328546853271	0.000367761822844237	0.000848060284249033	0.003423485
"D_2__Bacteroidia"	"Point"	206	34	0.00100936258623398	0.000299933231464818	5.14381248334369e-05	0.000104651651845736	0.000821636
"D_2__Bacteroidia"	"North"	178	51	0.000254333952410195	0.000131423988610573	1.8403039381491e-05	3.69635924400428e-05	0.000821636
"D_2__Bacteroidia"	"Point"	199	51	0.000641615281992774	0.000108064929626055	1.51321168737254e-05	3.03937512320948e-05	0.000821636
"D_2__Bacteroidia"	"North"	172	51	0.00256782998310722	0.00323167292289162	0.000452524723201772	0.000908922656237793	0.000821636
"D_2__Bacteroidia"	"South"	199	51	0.00241055184122691	0.000236768891509935	3.3154276329875e-05	6.6592323827477e-05	0.000821636
"D_2__Bacteroidia"	"North"	185	51	0.00023442071708406	0.000167282159560256	2.34241876445422e-05	4.70488655370034e-05	0.000821636
"D_2__Bacteroidia"	"Point"	214	51	0.000742059982876374	7.05324859314937e-05	9.87652353268564e-06	1.98375813374533e-05	0.000821636
"D_2__Bacteroidia"	"South"	206	34	0.000649596970118797	0.000110340343234645	1.89232127488804e-05	3.84995658144854e-05	0.000821636
"D_2__Bacteroidia"	"South"	214	51	0.00262781993283665	0.000167592381963566	2.34676274698397e-05	4.71361169939326e-05	0.000821636
"D_2__Bacteroidia"	"Point"	178	51	0.00131034665744087	0.000248826848805254	3.48427280753446e-05	6.99836789661823e-05	0.000821636
"D_2__Bacteroidia"	"Point"	172	51	0.000250215660812767	3.24693660455449e-05	4.54662066145918e-06	9.13215635883943e-06	0.000821636
"D_2__Bacteroidia"	"South"	185	51	0.000488512275159588	0.000104176510803669	1.45876293301906e-05	2.93001158151027e-05	0.000821636
"D_2__Bacteroidia"	"South"	178	51	0.000941088177698442	0.00027725861594717	3.88239718035993e-05	7.79802423340623e-05	0.000821636
"D_2__Bacteroidia"	"North"	199	51	0.00144841536691451	0.000199876085473524	2.79882501762056e-05	5.62160549231736e-05	0.000821636
"D_2__Bacteroidia"	"North"	206	51	0.00117034153738813	0.000185067000407841	2.59145634881904e-05	5.20509326303184e-05	0.000821636
"D_2__Bacteroidia"	"South"	172	51	0.00064852631487641	0.000321840876477138	4.50667369557055e-05	9.05192051650304e-05	0.000821636
"D_2__Bacteroidia"	"North"	214	51	0.00160294612446668	0.000265906004502671	3.72342882328553e-05	7.47872689126877e-05	0.000821636
"D_2__Bacteroidia"	"Point"	185	51	0.00467585183375087	0.00109555914589158	0.000153408965286672	0.000308130975104494	0.000821636
"D_2__Betaproteobacteria"	"South"	172	282	0.14835847232848	0.0191023958471617	0.00113753111889732	0.00223916413520861	0.421020199
"D_2__Betaproteobacteria"	"South"	178	282	0.17607179138037	0.0226411802825367	0.00134826266537538	0.00265397698137331	0.421020199
"D_2__Betaproteobacteria"	"Point"	214	282	0.079080448809901	0.00477388056021859	0.000284280450399864	0.000559589604452644	0.421020199
"D_2__Betaproteobacteria"	"Point"	185	282	0.123407086066577	0.0141411759565324	0.000842094773716475	0.00165761479789701	0.421020199
"D_2__Betaproteobacteria"	"North"	172	282	0.12635281736485	0.0101461896657026	0.000604196802082606	0.00118932641697095	0.421020199
"D_2__Betaproteobacteria"	"South"	214	282	0.135142496654988	0.00531210840529995	0.00031633145215565	0.00062268014539418	0.421020199
"D_2__Betaproteobacteria"	"Point"	199	282	0.102660696055178	0.0104788726605778	0.000624007786130174	0.00122832319185084	0.421020199
"D_2__Betaproteobacteria"	"Point"	172	282	0.118634456259526	0.0126778665805857	0.000754955968457088	0.0014860871057923	0.421020199
"D_2__Betaproteobacteria"	"Point"	178	282	0.16808750948927	0.0171521325749086	0.00102139463109859	0.00201055618422781	0.421020199
"D_2__Betaproteobacteria"	"North"	178	282	0.15517099624996	0.0295275175240964	0.00175833808053121	0.00346118668939238	0.421020199
"D_2__Betaproteobacteria"	"North"	185	282	0.147306968236828	0.00881115681307417	0.000524696752624632	0.00103283517331498	0.421020199
"D_2__Betaproteobacteria"	"Point"	206	188	0.0955684434565641	0.00915240566304937	0.000667507787112989	0.0013168133266799	0.421020199
"D_2__Betaproteobacteria"	"South"	206	188	0.112898579067376	0.00880946219963739	0.000642496064425566	0.0012674719251354	0.421020199
"D_2__Betaproteobacteria"	"South"	199	282	0.140625495572127	0.00519655477644803	0.000309450333694265	0.000609135062175895	0.421020199
"D_2__Betaproteobacteria"	"North"	214	282	0.104908227339777	0.00574251443738198	0.000341961758383817	0.000673131919000302	0.421020199
"D_2__Betaproteobacteria"	"South"	185	282	0.16503501508055	0.00419696289873808	0.000249925503605425	0.00049196388111975	0.421020199
"D_2__Betaproteobacteria"	"North"	199	282	0.147599710129592	0.0105388701974867	0.000627580587460289	0.00123535604437479	0.421020199
"D_2__Betaproteobacteria"	"North"	206	282	0.0926897888161615	0.0171530336684579	0.00102144829043858	0.00201066180953127	0.421020199
"D_2__Clostridia"	"South"	172	123	0.00135608096269157	0.000512819857417985	4.62394093488279e-05	9.1535529128233e-05	0.000273879
"D_2__Clostridia"	"Point"	206	82	0.000550954112385348	6.56274487517359e-05	7.24733931805298e-06	1.44199319225815e-05	0.000273879
"D_2__Clostridia"	"North"	178	123	0.000478998814437885	0.000113154409882295	1.02027895419577e-05	2.01974409374841e-05	0.000273879
"D_2__Clostridia"	"Point"	214	123	0.000463605457056355	8.98769189586604e-05	8.10392886824898e-06	1.60425366028499e-05	0.000273879
"D_2__Clostridia"	"North"	172	123	0.000971718215553688	0.00026671497577443	2.40488794766863e-05	4.76071588897876e-05	0.000273879
"D_2__Clostridia"	"South"	199	123	0.00161093899932002	1.76926593501876e-05	1.5952933692579e-06	3.15804255993346e-06	0.000273879
"D_2__Clostridia"	"Point"	199	123	0.00120066424827152	0.000257975350093791	2.32608539672271e-05	4.60471836870179e-05	0.000273879
"D_2__Clostridia"	"Point"	172	123	0.00213972456535059	0.000593024295487174	5.34711999860831e-05	0.000105851580994984	0.000273879
"D_2__Clostridia"	"South"	178	123	0.000399786666446065	0.000154650820252305	1.39443948597914e-05	2.76043223700126e-05	0.000273879
"D_2__Clostridia"	"South"	206	82	0.0018766743630453	0.000188883030402307	2.08586412969683e-05	4.15021533144713e-05	0.000273879
"D_2__Clostridia"	"North"	185	123	0.00026455876060429	6.34416780147281e-05	5.72034346382288e-06	1.13239912258855e-05	0.000273879
"D_2__Clostridia"	"Point"	178	123	0.00530843548876298	0.00152315571816507	0.000137338325993951	0.000271874933449182	0.000273879
"D_2__Clostridia"	"Point"	185	123	0.00439487821402146	0.00123821171347321	0.000111645790332832	0.000221013992976417	0.000273879
"D_2__Clostridia"	"South"	185	123	0.000542147619323249	5.24505649382053e-05	4.7293081725932e-06	9.36213788379128e-06	0.000273879
"D_2__Clostridia"	"South"	214	123	0.0016818773254286	0.000183931961244817	1.65845864299279e-05	3.28308452814361e-05	0.000273879
"D_2__Clostridia"	"North"	214	123	0.000704231469378279	7.71393262885011e-05	6.95541881530447e-06	1.37689462416003e-05	0.000273879
"D_2__Clostridia"	"North"	206	123	0.00152476523108483	0.000873366419414964	7.87487980324694e-05	0.000155891111016044	0.000273879
"D_2__Clostridia"	"North"	199	123	0.00116628864501452	0.000147287632462778	1.32804785753744e-05	2.62900337740554e-05	0.000273879
"D_2__Cytophagia"	"Point"	199	90	0.0254164924912157	0.000982348527914073	0.000103548626810732	0.00020574891583605	0.057240671
"D_2__Cytophagia"	"South"	172	90	0.157271986754321	0.0279615602474843	0.0029474072438024	0.00585643541220588	0.057240671
"D_2__Cytophagia"	"North"	199	90	0.0319964294283235	0.00320383617769192	0.00033771398571848	0.000671030496147989	0.057240671
"D_2__Cytophagia"	"North"	206	90	0.0222680749208005	0.00351249855318338	0.000370249856870186	0.000735678579096308	0.057240671
"D_2__Cytophagia"	"Point"	206	60	0.0232233003589658	0.000385573950623985	4.97773829832698e-05	9.96043132828524e-05	0.057240671
"D_2__Cytophagia"	"South"	178	90	0.0361958207736994	0.00318289417371458	0.000335506504673923	0.00066664427833289	0.057240671
"D_2__Cytophagia"	"North"	185	90	0.0310961431858929	0.00136093870541404	0.000143455535499643	0.000285043093364058	0.057240671
"D_2__Cytophagia"	"South"	214	90	0.0530806884273565	0.00191734834878756	0.000202106261671054	0.000401580836977228	0.057240671
"D_2__Cytophagia"	"Point"	214	90	0.0357767241479302	0.0026899098723639	0.000283541396574758	0.000563390715422307	0.057240671
"D_2__Cytophagia"	"Point"	185	90	0.0271298313920594	0.00425087705080952	0.000448081784463246	0.000890328961365234	0.057240671
"D_2__Cytophagia"	"North"	172	90	0.0963896727855313	0.0194837608837631	0.00205376872595955	0.00408079471219379	0.057240671
"D_2__Cytophagia"	"North"	178	90	0.0781470845824235	0.00834766195483157	0.000879920830480046	0.00174838394741573	0.057240671
"D_2__Cytophagia"	"South"	199	90	0.0215895193732152	0.000505814457874927	5.33175253442687e-05	0.000105940787169448	0.057240671
"D_2__Cytophagia"	"Point"	172	90	0.091324014014204	0.0164251465922931	0.00173136247112664	0.0034401803512532	0.057240671
"D_2__Cytophagia"	"South"	206	60	0.0350849743278464	0.000530965300797726	6.85473255801201e-05	0.000137162881666132	0.057240671
"D_2__Cytophagia"	"Point"	178	90	0.0636813412598735	0.00171113039534245	0.000180368980760884	0.000358389322823534	0.057240671
"D_2__Cytophagia"	"South"	185	90	0.027265942676794	0.00199348527952612	0.000210131798843999	0.000417527408391965	0.057240671
"D_2__Cytophagia"	"North"	214	90	0.0335702889289982	0.00362959597385152	0.000382593008784925	0.000760204159035666	0.057240671
"D_2__Deinococci"	"South"	172	15	0.0275587428792698	0.0107088171152109	0.00276500468965286	0.00593034525039775	0.001574803
"D_2__Deinococci"	"North"	199	15	0.0899927298668188	0.0104436985597948	0.00269655137299303	0.00578352748808193	0.001574803
"D_2__Deinococci"	"Point"	206	10	0.0358518546935567	0.00128773425040565	0.000407217325229146	0.000921189589082639	0.001574803
"D_2__Deinococci"	"North"	178	15	0.076988063655031	0.014859128537009	0.00383661049086609	0.00822871110753539	0.001574803
"D_2__Deinococci"	"Point"	214	15	0.0586344804018614	0.00079832551365705	0.000206126761283083	0.000442097933623566	0.001574803
"D_2__Deinococci"	"North"	185	15	0.101149056285081	0.0123693277206464	0.00319374668438969	0.00684990537326063	0.001574803
"D_2__Deinococci"	"South"	206	10	0.0561740888911854	0.000197455463681173	6.24409001677162e-05	0.000141251129565967	0.001574803
"D_2__Deinococci"	"South"	214	15	0.0445288490319769	0.00200526808814605	0.000517757994004724	0.00111048045310436	0.001574803
"D_2__Deinococci"	"Point"	199	15	0.0791565438119144	0.00495644137431501	0.00127974765994503	0.00274478574494406	0.001574803
"D_2__Deinococci"	"Point"	172	15	0.042644851962738	0.0181569737633976	0.0046881104668776	0.0100549969208472	0.001574803
"D_2__Deinococci"	"North"	172	15	0.0369551011620302	0.0125763744724982	0.00324720592584357	0.0069645640426771	0.001574803
"D_2__Deinococci"	"South"	199	15	0.0495122053731224	0.0053384427483039	0.00137837999059085	0.00295633105471152	0.001574803
"D_2__Deinococci"	"North"	206	15	0.10523905569669	0.0187130357273611	0.00483168504860359	0.0103629337724565	0.001574803
"D_2__Deinococci"	"Point"	178	15	0.0852120563114179	0.00334434825428612	0.000863507006184533	0.00185203833178834	0.001574803
"D_2__Deinococci"	"South"	178	15	0.0449683290858807	0.011904826531836	0.00307381299315259	0.00659267318886246	0.001574803
"D_2__Deinococci"	"South"	185	15	0.0436856658856508	0.00109038838799173	0.000281537071172661	0.000603836962406491	0.001574803
"D_2__Deinococci"	"North"	214	15	0.0903130656883536	0.0019498188737009	0.000503441068397632	0.00107977370165036	0.001574803
"D_2__Deinococci"	"Point"	185	15	0.0729995667362014	0.00346491487649583	0.000894637174179644	0.0019188059016969	0.001574803
"D_2__Deltaproteobacteria"	"South"	185	159	0.0212135050030532	0.00116403875308974	9.23142778975193e-05	0.00018232919847353	0.002533379
"D_2__Deltaproteobacteria"	"South"	178	159	0.0162802578260211	0.00270029050710199	0.000214146966855689	0.000422959976632007	0.002533379
"D_2__Deltaproteobacteria"	"South"	172	159	0.0207715591759172	0.00167050127636462	0.000132479368616515	0.00026165895075238	0.002533379
"D_2__Deltaproteobacteria"	"North"	172	159	0.0174901057773705	0.00255600723569344	0.000202704559137373	0.000400360167854823	0.002533379
"D_2__Deltaproteobacteria"	"North"	199	159	0.0299837023324387	0.00378731337229526	0.000300353487551029	0.000593225792273464	0.002533379
"D_2__Deltaproteobacteria"	"Point"	199	159	0.0215137657127918	0.00127272943533544	0.000100934009688293	0.000199353962402391	0.002533379
"D_2__Deltaproteobacteria"	"Point"	206	106	0.0250047170062605	0.00222867032651935	0.000216467598000339	0.000429215259596799	0.002533379
"D_2__Deltaproteobacteria"	"South"	199	159	0.0335383942855001	0.002344754803193	0.000185951151479244	0.000367270645198339	0.002533379
"D_2__Deltaproteobacteria"	"North"	178	159	0.0136453402285055	0.000737589375112395	5.8494642354174e-05	0.000115532304409857	0.002533379
"D_2__Deltaproteobacteria"	"North"	206	159	0.0374781614011607	0.0158789662822579	0.00125928393897096	0.00248720172515518	0.002533379
"D_2__Deltaproteobacteria"	"Point"	214	159	0.0167869912674108	0.00129632567959388	0.000102805313580908	0.00020304995988633	0.002533379
"D_2__Deltaproteobacteria"	"Point"	185	159	0.0140171584444642	0.00129035104255973	0.000102331494043506	0.000202114122674112	0.002533379
"D_2__Deltaproteobacteria"	"North"	185	159	0.0106024695143225	0.00114387758134029	9.07153929749349e-05	0.000179171253537755	0.002533379
"D_2__Deltaproteobacteria"	"South"	214	159	0.0325632699663726	0.00250895475002842	0.000198973054300511	0.000392990102232249	0.002533379
"D_2__Deltaproteobacteria"	"Point"	172	159	0.0129844496221034	0.00288004581861581	0.000228402490339418	0.000451115948057082	0.002533379
"D_2__Deltaproteobacteria"	"South"	206	106	0.0351026906858252	0.00153864007605926	0.000149445935313266	0.000296323683145731	0.002533379
"D_2__Deltaproteobacteria"	"Point"	178	159	0.0128396431393949	0.00155861839400099	0.000123606478889196	0.000244134176589903	0.002533379
"D_2__Deltaproteobacteria"	"North"	214	159	0.0249342692093707	0.00136877732241958	0.000108551102603989	0.000214398422237294	0.002533379
"D_2__Flavobacteriia"	"South"	178	75	0.0246629165766302	0.00388582250308906	0.000448696133636315	0.000894046562389873	0.155631633
"D_2__Flavobacteriia"	"South"	185	75	0.0290742908888811	0.000572433681346883	6.60989480037662e-05	0.000131705028883207	0.155631633
"D_2__Flavobacteriia"	"North"	199	75	0.0640420675462598	0.00438336319654127	0.000506147184295801	0.00100852027967274	0.155631633
"D_2__Flavobacteriia"	"South"	172	75	0.0752429355189586	0.0137788513579731	0.00159104470812992	0.00317022578372632	0.155631633
"D_2__Flavobacteriia"	"North"	185	75	0.0398430861644549	0.00713591551202218	0.000823984548356086	0.00164182505195652	0.155631633
"D_2__Flavobacteriia"	"North"	178	75	0.0426848119875678	0.00340640040032517	0.000393337237619077	0.000783741554230329	0.155631633
"D_2__Flavobacteriia"	"Point"	178	75	0.0747610985805671	0.0031613422167625	0.000365040355969671	0.000727358786765901	0.155631633
"D_2__Flavobacteriia"	"South"	199	75	0.0462582252545713	0.00186604681099769	0.000215472525729992	0.000429338379533501	0.155631633
"D_2__Flavobacteriia"	"South"	206	50	0.0455955894627623	0.00138715256871246	0.000196172997575384	0.000394224398120907	0.155631633
"D_2__Flavobacteriia"	"Point"	206	50	0.0735611596435623	0.00477188625305624	0.000674846625717386	0.00135615506790188	0.155631633
